IQA,Accuracy,Count,Num_Accs
0.01,0.9791666666666666,48,47
0.02,1.0,45,45
0.04,1.0,21,21
0.27,1.0,18,18
0.29,1.0,27,27
0.33,1.0,21,21
0.35,0.9583333333333334,24,23
0.38,0.9583333333333334,24,23
0.39,1.0,36,36
0.4,1.0,18,18
0.47,1.0,30,30
0.49,1.0,18,18
0.5,1.0,18,18
0.51,1.0,21,21
0.52,0.9523809523809523,21,20
0.54,0.9629629629629629,27,26
0.55,0.9444444444444444,18,17
0.57,0.9166666666666666,12,11
0.58,0.9444444444444444,18,17
0.59,1.0,15,15
0.62,1.0,15,15
0.65,1.0,18,18
0.68,0.9743589743589743,39,38
0.71,0.9166666666666666,12,11
0.72,1.0,27,27
0.74,1.0,27,27
0.76,1.0,18,18
0.77,1.0,30,30
0.78,1.0,30,30
0.79,1.0,21,21
0.81,1.0,27,27
0.82,1.0,42,42
0.83,0.9393939393939394,33,31
0.84,1.0,39,39
0.85,0.9649122807017544,57,55
0.86,0.9710144927536232,69,67
0.87,0.9649122807017544,57,55
0.88,0.9583333333333334,72,69
0.89,0.9666666666666667,60,58
0.9,0.9230769230769231,117,108
0.91,0.9459459459459459,111,105
0.92,0.946236559139785,93,88
0.93,0.9294871794871795,156,145
0.94,0.9696969696969697,165,160
0.95,0.9841269841269841,126,124
0.96,0.9768518518518519,216,211
0.97,0.9555555555555556,180,172
0.98,0.8958333333333334,48,43
0.99,0.8986254295532646,582,523
1.0,0.9354838709677419,31,29
