IQA,Accuracy,Count,Num_Accs
0.02,0.9333333333333333,15,14
0.07,1.0,21,21
0.08,1.0,18,18
0.09,1.0,12,12
0.1,1.0,27,27
0.11,0.9666666666666667,30,29
0.12,0.9722222222222222,36,35
0.13,1.0,21,21
0.14,1.0,15,15
0.15,1.0,21,21
0.16,1.0,21,21
0.17,1.0,18,18
0.19,0.9666666666666667,30,29
0.2,1.0,15,15
0.21,1.0,15,15
0.22,1.0,48,48
0.23,0.8666666666666667,15,13
0.24,0.9375,48,45
0.25,0.9206349206349206,63,58
0.26,0.9814814814814815,54,53
0.27,0.9444444444444444,36,34
0.28,0.8787878787878788,33,29
0.29,1.0,39,39
0.3,0.8888888888888888,45,40
0.31,1.0,30,30
0.32,0.9848484848484849,66,65
0.33,1.0,33,33
0.34,1.0,36,36
0.35,0.9375,48,45
0.36,1.0,69,69
0.37,0.9523809523809523,21,20
0.38,0.96,75,72
0.39,0.9666666666666667,60,58
0.4,0.9411764705882353,51,48
0.41,0.9753086419753086,81,79
0.42,0.9791666666666666,48,47
0.43,0.8888888888888888,63,56
0.44,0.9487179487179487,39,37
0.45,0.9428571428571428,35,33
0.46,0.9743589743589743,39,38
0.47,0.9710144927536232,69,67
0.48,1.0,54,54
0.49,0.8840579710144928,69,61
0.5,0.8194444444444444,72,59
0.51,0.9629629629629629,81,78
0.52,1.0,33,33
0.53,0.9629629629629629,27,26
0.54,0.8,15,12
0.55,0.9743589743589743,39,38
0.56,0.9666666666666667,60,58
0.57,1.0,48,48
0.58,0.9333333333333333,30,28
0.59,1.0,36,36
0.6,0.8666666666666667,60,52
0.61,0.9710144927536232,69,67
0.62,0.9583333333333334,48,46
0.63,0.9166666666666666,12,11
0.64,1.0,51,51
0.65,0.9333333333333333,30,28
0.67,0.7666666666666667,30,23
0.68,0.9166666666666666,12,11
0.69,0.9047619047619048,21,19
0.7,0.7916666666666666,24,19
0.71,1.0,12,12
0.72,1.0,21,21
0.73,0.9,30,27
0.74,1.0,18,18
0.75,0.8333333333333334,18,15
0.76,1.0,18,18
0.78,0.9583333333333334,24,23
0.8,0.9333333333333333,15,14
0.81,1.0,12,12
0.82,0.9444444444444444,18,17
0.83,0.8333333333333334,12,10
