IQA,Accuracy,Count,Num_Accs
0.21,0.8095238095238095,21,17
0.22,1.0,15,15
0.23,0.9166666666666666,12,11
0.24,1.0,12,12
0.25,1.0,12,12
0.26,1.0,12,12
0.28,1.0,18,18
0.31,1.0,12,12
0.32,1.0,21,21
0.33,1.0,27,27
0.34,1.0,12,12
0.36,1.0,12,12
0.38,1.0,24,24
0.4,1.0,21,21
0.42,0.9333333333333333,15,14
0.43,0.8666666666666667,15,13
0.44,1.0,15,15
0.45,1.0,18,18
0.47,0.9574468085106383,47,45
0.49,1.0,18,18
0.5,1.0,21,21
0.51,1.0,12,12
0.52,0.9444444444444444,18,17
0.53,1.0,30,30
0.54,0.9629629629629629,27,26
0.55,0.8095238095238095,21,17
0.56,1.0,15,15
0.57,0.8888888888888888,36,32
0.58,0.9230769230769231,39,36
0.59,1.0,27,27
0.6,0.9523809523809523,42,40
0.61,0.9583333333333334,24,23
0.62,0.9666666666666667,30,29
0.63,0.9444444444444444,18,17
0.64,1.0,36,36
0.65,0.8611111111111112,36,31
0.66,0.9803921568627451,51,50
0.67,1.0,24,24
0.68,1.0,42,42
0.69,0.8974358974358975,39,35
0.7,1.0,45,45
0.71,1.0,45,45
0.72,1.0,39,39
0.73,0.9354838709677419,62,58
0.74,0.9393939393939394,33,31
0.75,0.9473684210526315,57,54
0.76,0.9230769230769231,39,36
0.77,0.9259259259259259,27,25
0.78,0.8939393939393939,66,59
0.79,0.9019607843137255,51,46
0.8,0.8983050847457628,59,53
0.81,0.8431372549019608,51,43
0.82,1.0,36,36
0.83,1.0,48,48
0.84,0.9583333333333334,48,46
0.85,1.0,54,54
0.86,0.9047619047619048,84,76
0.87,0.9555555555555556,90,86
0.88,0.8571428571428571,84,72
0.89,1.0,21,21
0.9,0.7555555555555555,45,34
0.91,0.8245614035087719,57,47
0.92,0.6025641025641025,78,47
0.93,0.6944444444444444,72,50
0.94,0.5964912280701754,57,34
0.95,0.65,60,39
0.96,0.6666666666666666,54,36
0.97,0.6470588235294118,68,44
0.98,0.7647058823529411,51,39
0.99,0.28888888888888886,45,13
